MSZoning,LotArea,OverallCond,YearBuilt,BedroomAbvGr,KitchenQual,GarageCars,PoolQC,SalePrice,N_Bath
Residencial Densidad Media,5000-10000,6,1875-1879,3,Excelente,1,Excelente,124000,1
Residencial Baja Densidad,5000-10000,5,1995-1999,3,Bueno,2,Bueno,192000,2
Residencial Baja Densidad,5000-10000,5,2005-2009,3,Bueno,2,Bueno,179540,3
Residencial Baja Densidad,5000-10000,5,1960-1964,3,Regular,2,Regular,168500,2
Residencial Baja Densidad,5000-10000,7,1965-1969,3,Regular,2,Regular,174900,2
Residencial Baja Densidad,5000-10000,8,1920-1924,2,Bueno,1,Bueno,109500,1
Residencial Baja Densidad,5000-10000,5,2005-2009,2,Excelente,2,Excelente,265900,2
Residencial Baja Densidad,5000-10000,9,1940-1944,4,Bueno,1,Bueno,266500,2
Residencial Baja Densidad,5000-10000,5,1995-1999,3,Regular,2,Regular,192000,3
Residencial Baja Densidad,5000-10000,5,2000-2004,3,Bueno,2,Bueno,178000,3
Residencial Baja Densidad,5000-10000,6,1955-1959,3,Regular,1,Regular,120000,1
Residencial Baja Densidad,5000-10000,5,1935-1939,2,Regular,1,Regular,105000,1
Residencial Baja Densidad,5000-10000,5,1995-1999,3,Bueno,3,Bueno,230000,3
Residencial Baja Densidad,5000-10000,6,1990-1994,2,Bueno,2,Bueno,147000,1
Residencial Baja Densidad,5000-10000,5,1995-1999,3,Regular,2,Regular,176500,3
Residencial Baja Densidad,5000-10000,6,1940-1944,3,Regular,1,Regular,95000,1
Residencial Baja Densidad,5000-10000,5,1935-1939,4,Regular,1,Regular,108000,1
Residencial Baja Densidad,5000-10000,7,1915-1919,2,Regular,0,Regular,86000,1
Residencial Baja Densidad,5000-10000,5,2000-2004,3,Bueno,2,Bueno,178000,2
Residencial Baja Densidad,5000-10000,6,1955-1959,2,Regular,1,Regular,127500,1
Residencial Densidad Media,5000-10000,5,1960-1964,6,Regular,2,Regular,125000,2
Residencial Baja Densidad,5000-10000,5,2000-2004,3,Bueno,2,Bueno,216837,2
Residencial Densidad Media,5000-10000,6,1925-1929,2,Regular,1,Regular,79500,1
Residencial Baja Densidad,5000-10000,5,1995-1999,3,Bueno,2,Bueno,235000,2
Residencial Baja Densidad,5000-10000,6,1960-1964,2,Regular,1,Regular,117500,1
Residencial Baja Densidad,5000-10000,5,1955-1959,3,Regular,2,Regular,129900,1
Residencial Baja Densidad,5000-10000,6,1975-1979,1,Bueno,2,Bueno,165500,1
Residencial Baja Densidad,5000-10000,6,1970-1974,4,Bueno,2,Bueno,185000,3
Residencial Baja Densidad,5000-10000,6,1955-1959,3,Regular,2,Regular,163000,1
Residencial Baja Densidad,5000-10000,6,1920-1924,4,Regular,1,Regular,184000,2
Residencial Baja Densidad,5000-10000,5,1990-1994,3,Bueno,2,Bueno,163900,3
Residencial Baja Densidad,5000-10000,8,1965-1969,4,Bueno,2,Bueno,173000,2
Residencial Baja Densidad,5000-10000,5,2000-2004,3,Bueno,2,Bueno,214000,2
Residencial Baja Densidad,5000-10000,5,2000-2004,3,Bueno,2,Bueno,200000,2
Residencial Densidad Media,5000-10000,8,1905-1909,4,Malo,1,Malo,137000,2
Residencial Baja Densidad,5000-10000,5,1935-1939,3,Regular,1,Regular,145000,1
Residencial Baja Densidad,5000-10000,5,1960-1964,3,Regular,1,Regular,165000,1
Residencial Baja Densidad,5000-10000,7,1965-1969,3,Bueno,2,Bueno,185750,2
Residencial Baja Densidad,5000-10000,5,2005-2009,3,Bueno,2,Bueno,225000,2
Residencial Baja Densidad,5000-10000,7,1960-1964,2,Regular,2,Regular,140000,1
Residencial Baja Densidad,5000-10000,5,1995-1999,3,Bueno,2,Bueno,193000,3
Residencial Baja Densidad,5000-10000,7,1980-1984,2,Bueno,2,Bueno,144000,1
Residencial Pueblo Flotante,5000-10000,5,2005-2009,2,Excelente,3,Excelente,370878,3
Residencial Baja Densidad,5000-10000,5,1980-1984,3,Regular,2,Regular,134000,2
Residencial Baja Densidad,5000-10000,5,2000-2004,3,Bueno,2,Bueno,201000,2
Residencial Baja Densidad,5000-10000,5,1995-1999,4,Bueno,3,Bueno,315000,3
Residencial Baja Densidad,5000-10000,6,1960-1964,3,Regular,1,Regular,140000,1
Residencial Baja Densidad,5000-10000,6,1970-1974,3,Regular,1,Regular,130250,1
Residencial Baja Densidad,5000-10000,5,1960-1964,3,Regular,1,Regular,124000,2
Residencial Baja Densidad,5000-10000,5,1980-1984,3,Bueno,2,Bueno,178000,3
Residencial Baja Densidad,5000-10000,8,1960-1964,1,Bueno,2,Bueno,146000,2
Residencial Baja Densidad,5000-10000,5,1995-1999,3,Bueno,2,Bueno,217000,2
Residencial Baja Densidad,5000-10000,5,2000-2004,3,Bueno,2,Bueno,287000,3
Residencial Baja Densidad,5000-10000,5,2005-2009,3,Bueno,2,Bueno,213500,3
Residencial Baja Densidad,5000-10000,5,1990-1994,3,Regular,2,Regular,145000,1
Residencial Baja Densidad,5000-10000,5,1970-1974,4,Regular,2,Regular,135000,2
Residencial Baja Densidad,5000-10000,6,1960-1964,4,Regular,2,Regular,171000,2
Residencial Baja Densidad,5000-10000,6,1990-1994,3,Bueno,2,Bueno,173000,2
Residencial Baja Densidad,5000-10000,7,1950-1954,3,Regular,1,Regular,139400,1
Residencial Baja Densidad,5000-10000,5,2005-2009,3,Excelente,3,Excelente,287090,2
Residencial Baja Densidad,5000-10000,7,1975-1979,3,Bueno,1,Bueno,143500,2
Residencial Baja Densidad,5000-10000,5,1990-1994,3,Bueno,2,Bueno,187000,3
Residencial Baja Densidad,5000-10000,5,1975-1979,4,Regular,2,Regular,188000,2
Residencial Baja Densidad,5000-10000,5,1955-1959,3,Regular,2,Regular,167500,1
Residencial Baja Densidad,5000-10000,5,1995-1999,3,Regular,2,Regular,204000,3
Residencial Baja Densidad,5000-10000,5,2000-2004,3,Bueno,2,Bueno,190000,3
Residencial Baja Densidad,5000-10000,5,1990-1994,3,Bueno,2,Bueno,213000,3
Residencial Baja Densidad,5000-10000,5,2005-2009,3,Bueno,2,Bueno,176432,2
Residencial Baja Densidad,5000-10000,5,1955-1959,3,Regular,0,Regular,128950,2
Residencial Baja Densidad,5000-10000,5,1995-1999,3,Bueno,2,Bueno,204750,3
Residencial Baja Densidad,5000-10000,6,1940-1944,2,Regular,1,Regular,113000,1
Residencial Baja Densidad,5000-10000,7,1960-1964,3,Bueno,1,Bueno,158000,2
Residencial Baja Densidad,5000-10000,8,1960-1964,3,Bueno,2,Bueno,179900,2
Residencial Baja Densidad,5000-10000,5,1965-1969,3,Regular,1,Regular,116050,1
Residencial Baja Densidad,5000-10000,7,1970-1974,3,Bueno,2,Bueno,197500,2
Residencial Baja Densidad,5000-10000,7,1965-1969,4,Regular,1,Regular,158000,2
Residencial Baja Densidad,5000-10000,5,1995-1999,3,Bueno,2,Bueno,219500,3
Residencial Baja Densidad,5000-10000,5,2000-2004,3,Bueno,2,Bueno,228500,3
Residencial Pueblo Flotante,5000-10000,5,2000-2004,4,Bueno,2,Bueno,263000,3
Residencial Pueblo Flotante,5000-10000,5,2000-2004,3,Bueno,2,Bueno,250000,3
Residencial Baja Densidad,5000-10000,5,1995-1999,3,Bueno,2,Bueno,191000,2
Residencial Baja Densidad,5000-10000,5,1970-1974,4,Regular,0,Regular,127500,2
Residencial Baja Densidad,5000-10000,5,1970-1974,4,Regular,0,Regular,139000,4
Residencial Baja Densidad,5000-10000,9,1945-1949,2,Regular,0,Regular,118000,1
Residencial Baja Densidad,5000-10000,5,2005-2009,3,Excelente,3,Excelente,311872,2
Residencial Baja Densidad,5000-10000,5,1995-1999,3,Bueno,3,Bueno,337000,3
Residencial Densidad Media,5000-10000,5,1925-1929,2,Regular,1,Regular,87000,1
Residencial Baja Densidad,5000-10000,5,1950-1954,3,Regular,2,Regular,110000,1
Residencial Baja Densidad,5000-10000,5,1995-1999,3,Bueno,3,Bueno,348000,3
Residencial Baja Densidad,5000-10000,7,1990-1994,3,Bueno,2,Bueno,194500,3
Residencial Baja Densidad,5000-10000,7,1955-1959,3,Regular,1,Regular,136000,1
Residencial Baja Densidad,5000-10000,5,2000-2004,3,Bueno,2,Bueno,237000,3
Residencial Baja Densidad,5000-10000,5,1965-1969,3,Regular,1,Regular,110000,1
Residencial Baja Densidad,5000-10000,7,1940-1944,3,Bueno,1,Bueno,146500,2
Residencial Baja Densidad,5000-10000,7,1940-1944,3,Malo,1,Malo,133000,1
Residencial Baja Densidad,5000-10000,5,1940-1944,3,Regular,1,Regular,105000,1
Residencial Baja Densidad,5000-10000,5,1960-1964,3,Regular,2,Regular,159000,2
Residencial Baja Densidad,5000-10000,6,1960-1964,4,Regular,2,Regular,165000,2
Residencial Baja Densidad,5000-10000,5,1955-1959,2,Regular,1,Regular,144000,1
Residencial Baja Densidad,5000-10000,5,2000-2004,3,Bueno,2,Bueno,222500,3
Residencial Baja Densidad,5000-10000,5,2005-2009,3,Bueno,3,Bueno,293077,2
Residencial Baja Densidad,5000-10000,4,1950-1954,4,Regular,1,Regular,136900,2
Residencial Baja Densidad,5000-10000,6,1990-1994,3,Bueno,1,Bueno,144000,2
Residencial Baja Densidad,5000-10000,5,1995-1999,3,Regular,2,Regular,211000,3
Residencial Baja Densidad,5000-10000,5,2005-2009,3,Bueno,2,Bueno,233170,2
Residencial Baja Densidad,5000-10000,6,2000-2004,3,Bueno,2,Bueno,237000,3
Residencial Baja Densidad,5000-10000,5,1990-1994,2,Excelente,2,Excelente,270000,2
Residencial Baja Densidad,5000-10000,5,1910-1914,3,Bueno,3,Bueno,140000,1
Residencial Baja Densidad,5000-10000,5,1990-1994,3,Bueno,2,Bueno,215000,3
Residencial Baja Densidad,5000-10000,7,1970-1974,3,Regular,1,Regular,128500,1
Residencial Baja Densidad,5000-10000,3,1955-1959,3,Regular,1,Regular,60000,1
Residencial Baja Densidad,5000-10000,6,1955-1959,3,Regular,1,Regular,129000,1
Residencial Baja Densidad,5000-10000,5,1985-1989,4,Bueno,2,Bueno,302000,3
Residencial Baja Densidad,5000-10000,5,2000-2004,2,Bueno,2,Bueno,190000,2
Residencial Baja Densidad,5000-10000,5,2005-2009,3,Excelente,3,Excelente,276000,3
Residencial Baja Densidad,5000-10000,5,2000-2004,3,Bueno,2,Bueno,187500,2
Residencial Baja Densidad,5000-10000,5,2000-2004,3,Excelente,3,Excelente,274900,2
Residencial Baja Densidad,5000-10000,5,2000-2004,4,Bueno,3,Bueno,317000,3
Residencial Densidad Media,5000-10000,5,1915-1919,3,Regular,2,Regular,129500,2
Residencial Baja Densidad,5000-10000,7,1945-1949,2,Bueno,2,Bueno,135000,1
Residencial Baja Densidad,5000-10000,6,1950-1954,3,Bueno,1,Bueno,165500,1
Residencial Baja Densidad,5000-10000,6,1955-1959,3,Regular,1,Regular,139000,2
Residencial Baja Densidad,5000-10000,5,1950-1954,3,Regular,2,Regular,167000,1
Residencial Densidad Media,5000-10000,9,1925-1929,3,Bueno,2,Bueno,161000,2
Residencial Baja Densidad,5000-10000,7,1945-1949,2,Bueno,2,Bueno,128000,2
Residencial Baja Densidad,5000-10000,5,1980-1984,4,Bueno,2,Bueno,278000,3
Residencial Baja Densidad,5000-10000,5,1945-1949,3,Regular,1,Regular,119000,1
Residencial Densidad Media,5000-10000,8,1920-1924,3,Bueno,1,Bueno,125000,1
Residencial Baja Densidad,5000-10000,8,1945-1949,3,Regular,1,Regular,140000,2
Residencial Baja Densidad,5000-10000,7,1935-1939,2,Regular,1,Regular,160000,2
Residencial Baja Densidad,5000-10000,6,1950-1954,3,Regular,1,Regular,153000,1
Residencial Baja Densidad,5000-10000,5,1965-1969,3,Regular,2,Regular,140000,2
Residencial Densidad Media,5000-10000,7,1920-1924,3,Excelente,2,Excelente,178000,2
Residencial Baja Densidad,5000-10000,6,1970-1974,3,Regular,2,Regular,175500,2
Residencial Baja Densidad,5000-10000,5,1920-1924,2,Regular,0,Regular,79000,1
Residencial Densidad Media,5000-10000,7,1905-1909,2,Regular,2,Regular,132000,2
Residencial Densidad Media,5000-10000,2,1895-1899,4,Regular,3,Regular,87000,2
Residencial Baja Densidad,5000-10000,6,1955-1959,2,Regular,1,Regular,128900,1
Residencial Baja Densidad,5000-10000,7,1945-1949,3,Bueno,1,Bueno,147000,1
Residencial Baja Densidad,5000-10000,8,1975-1979,3,Regular,2,Regular,181500,2
Residencial Baja Densidad,5000-10000,7,1975-1979,3,Regular,2,Regular,187000,3
Residencial Baja Densidad,5000-10000,6,1955-1959,3,Regular,1,Regular,124500,1
Residencial Baja Densidad,5000-10000,5,2005-2009,3,Bueno,3,Bueno,244600,2
Residencial Baja Densidad,5000-10000,5,1990-1994,3,Regular,2,Regular,178000,3
Residencial Baja Densidad,5000-10000,7,1915-1919,4,Bueno,1,Bueno,169000,2
Residencial Baja Densidad,5000-10000,5,1975-1979,2,Regular,2,Regular,167900,2
Residencial Baja Densidad,5000-10000,5,1980-1984,3,Regular,2,Regular,152000,2
Residencial Baja Densidad,5000-10000,5,2000-2004,3,Bueno,2,Bueno,253000,3
Residencial Baja Densidad,5000-10000,6,1945-1949,2,Bueno,1,Bueno,142125,1
Residencial Baja Densidad,5000-10000,5,2005-2009,3,Bueno,2,Bueno,167500,3
Residencial Baja Densidad,5000-10000,7,1920-1924,4,Regular,1,Regular,104900,1
Residencial Baja Densidad,5000-10000,5,2000-2004,3,Bueno,2,Bueno,230000,2
Residencial Baja Densidad,5000-10000,6,1955-1959,4,Regular,1,Regular,157900,2
Residencial Baja Densidad,5000-10000,5,1965-1969,3,Regular,1,Regular,135500,2
Residencial Baja Densidad,5000-10000,5,1995-1999,3,Bueno,2,Bueno,213000,2
Residencial Baja Densidad,5000-10000,8,1965-1969,3,Regular,2,Regular,151000,2
Residencial Baja Densidad,5000-10000,6,1995-1999,3,Bueno,2,Bueno,274300,3
Residencial Baja Densidad,5000-10000,5,1970-1974,3,Regular,1,Regular,119500,1
Residencial Baja Densidad,5000-10000,6,1960-1964,4,Regular,2,Regular,167900,2
Residencial Baja Densidad,5000-10000,8,1960-1964,3,Bueno,2,Bueno,187000,3
Residencial Baja Densidad,5000-10000,7,1965-1969,3,Bueno,2,Bueno,130000,1
Residencial Baja Densidad,5000-10000,8,1990-1994,3,Regular,2,Regular,185000,3
Residencial Baja Densidad,5000-10000,7,1960-1964,3,Bueno,2,Bueno,159000,2
Residencial Densidad Media,5000-10000,4,1920-1924,3,Regular,1,Regular,91000,1
Residencial Baja Densidad,5000-10000,5,1960-1964,3,Regular,2,Regular,143000,2
Residencial Baja Densidad,5000-10000,5,1965-1969,3,Regular,2,Regular,161500,2
Residencial Baja Densidad,5000-10000,7,1970-1974,3,Regular,2,Regular,149900,1
Residencial Pueblo Flotante,5000-10000,5,2000-2004,3,Bueno,2,Bueno,226700,3
Residencial Baja Densidad,5000-10000,5,2000-2004,3,Bueno,2,Bueno,227000,2
Residencial Baja Densidad,5000-10000,5,1965-1969,3,Regular,1,Regular,122000,1
Residencial Baja Densidad,5000-10000,5,1975-1979,2,Bueno,2,Bueno,196000,2
Residencial Baja Densidad,5000-10000,5,1960-1964,4,Regular,0,Regular,100000,2
Residencial Baja Densidad,5000-10000,5,1990-1994,3,Bueno,2,Bueno,239500,3
Residencial Baja Densidad,5000-10000,7,1955-1959,3,Bueno,2,Bueno,162000,1
Residencial Baja Densidad,5000-10000,5,1960-1964,2,Regular,2,Regular,101800,2
Residencial Baja Densidad,5000-10000,6,1920-1924,4,Regular,2,Regular,189000,4
Residencial Baja Densidad,5000-10000,6,2005-2009,3,Bueno,3,Bueno,248328,2
Residencial Baja Densidad,5000-10000,5,1955-1959,3,Regular,2,Regular,127500,1
Residencial Baja Densidad,5000-10000,6,1965-1969,3,Regular,1,Regular,130000,1
Residencial Baja Densidad,5000-10000,5,1965-1969,3,Regular,2,Regular,129000,1
Residencial Baja Densidad,5000-10000,6,1975-1979,3,Regular,1,Regular,171000,1
Residencial Baja Densidad,5000-10000,5,1990-1994,4,Bueno,3,Bueno,260000,3
Residencial Baja Densidad,5000-10000,7,1935-1939,3,Regular,1,Regular,139500,2
Residencial Densidad Media,5000-10000,4,1875-1879,5,Malo,1,Malo,117500,2
Residencial Baja Densidad,5000-10000,5,1965-1969,4,Regular,2,Regular,176000,3
Residencial Densidad Media,5000-10000,4,1920-1924,3,Regular,1,Regular,107000,1
Residencial Baja Densidad,5000-10000,5,1995-1999,3,Regular,2,Regular,269790,3
Residencial Baja Densidad,5000-10000,5,1950-1954,3,Regular,1,Regular,128000,1
Residencial Baja Densidad,5000-10000,6,1965-1969,3,Regular,1,Regular,128500,2
Residencial Baja Densidad,5000-10000,7,1960-1964,3,Regular,2,Regular,167000,1
Residencial Baja Densidad,5000-10000,6,1960-1964,3,Regular,1,Regular,147500,2
Residencial Baja Densidad,5000-10000,5,1990-1994,3,Bueno,2,Bueno,236000,3
Residencial Baja Densidad,5000-10000,5,1960-1964,3,Regular,2,Regular,128500,1
Residencial Baja Densidad,5000-10000,5,1985-1989,3,Bueno,2,Bueno,173000,2
Residencial Baja Densidad,5000-10000,5,1990-1994,4,Bueno,3,Bueno,290000,3
Residencial Baja Densidad,5000-10000,5,2005-2009,4,Excelente,3,Excelente,383970,3
Residencial Baja Densidad,5000-10000,5,2005-2009,4,Bueno,3,Bueno,424870,3
Residencial Baja Densidad,5000-10000,5,1995-1999,3,Regular,2,Regular,170000,3
Residencial Baja Densidad,5000-10000,5,2005-2009,2,Bueno,3,Bueno,147000,2
Residencial Baja Densidad,5000-10000,4,1975-1979,3,Regular,2,Regular,150000,2
Residencial Baja Densidad,5000-10000,5,1990-1994,3,Bueno,2,Bueno,240000,3
Residencial Baja Densidad,5000-10000,5,2005-2009,3,Bueno,3,Bueno,227000,2
Residencial Baja Densidad,5000-10000,6,1970-1974,3,Bueno,2,Bueno,157000,2
Residencial Baja Densidad,5000-10000,6,1960-1964,3,Regular,2,Regular,160000,2
Residencial Baja Densidad,5000-10000,6,1960-1964,3,Regular,1,Regular,131400,1
Residencial Baja Densidad,10000-20000,6,1960-1964,3,Regular,2,Regular,167000,2
Residencial Baja Densidad,10000-20000,5,1975-1979,4,Regular,2,Regular,192000,3
Residencial Baja Densidad,10000-20000,7,1955-1959,3,Bueno,1,Bueno,145500,2
Residencial Baja Densidad,10000-20000,5,1970-1974,2,Regular,2,Regular,170000,1
Residencial Baja Densidad,10000-20000,6,1955-1959,2,Bueno,1,Bueno,134450,1
Residencial Baja Densidad,10000-20000,5,1970-1974,3,Regular,2,Regular,137500,2
Residencial Baja Densidad,10000-20000,1,1920-1924,1,Malo,0,Malo,61000,1
Residencial Baja Densidad,10000-20000,5,1985-1989,4,Regular,2,Regular,211000,3
Residencial Baja Densidad,10000-20000,5,1990-1994,3,Bueno,2,Bueno,220000,3
Residencial Baja Densidad,10000-20000,5,2000-2004,2,Bueno,2,Bueno,184900,2
Residencial Baja Densidad,10000-20000,5,2000-2004,3,Bueno,2,Bueno,307000,2
Residencial Baja Densidad,10000-20000,5,2000-2004,3,Bueno,3,Bueno,212900,2
Residencial Baja Densidad,10000-20000,7,1935-1939,4,Regular,0,Regular,127500,2
Residencial Densidad Media,10000-20000,4,1905-1909,4,Regular,1,Regular,122000,2
Residencial Baja Densidad,10000-20000,5,1990-1994,4,Bueno,3,Bueno,290000,3
Residencial Baja Densidad,10000-20000,5,1975-1979,4,Bueno,2,Bueno,126000,2
Residencial Baja Densidad,10000-20000,6,1975-1979,3,Regular,2,Regular,171500,2
Residencial Baja Densidad,10000-20000,6,1935-1939,2,Regular,1,Regular,109000,1
Residencial Baja Densidad,10000-20000,5,1970-1974,3,Regular,2,Regular,165000,2
Residencial Baja Densidad,10000-20000,5,1995-1999,3,Bueno,2,Bueno,213250,2
Residencial Baja Densidad,10000-20000,6,1970-1974,3,Regular,2,Regular,153500,2
Residencial Baja Densidad,10000-20000,6,1970-1974,3,Bueno,2,Bueno,181000,2
Residencial Baja Densidad,10000-20000,5,1975-1979,4,Regular,2,Regular,162900,3
Residencial Baja Densidad,10000-20000,5,1995-1999,3,Regular,2,Regular,185000,3
Residencial Baja Densidad,10000-20000,5,2000-2004,4,Bueno,2,Bueno,233000,3
Residencial Baja Densidad,10000-20000,5,1955-1959,2,Regular,1,Regular,114500,1
Residencial Baja Densidad,10000-20000,5,1955-1959,3,Regular,1,Regular,135000,1
Residencial Baja Densidad,10000-20000,5,2005-2009,3,Excelente,3,Excelente,395192,3
Residencial Baja Densidad,10000-20000,5,2000-2004,3,Bueno,2,Bueno,214000,2
Residencial Baja Densidad,10000-20000,5,1960-1964,3,Regular,2,Regular,180500,2
Residencial Baja Densidad,10000-20000,5,2005-2009,3,Bueno,2,Bueno,290000,2
Residencial Baja Densidad,10000-20000,5,1990-1994,3,Bueno,2,Bueno,190000,3
Residencial Baja Densidad,10000-20000,6,1965-1969,4,Bueno,2,Bueno,170000,3
Residencial Baja Densidad,10000-20000,5,1960-1964,3,Regular,2,Regular,163000,2
Residencial Baja Densidad,10000-20000,5,1985-1989,3,Bueno,2,Bueno,175000,2
Residencial Baja Densidad,10000-20000,7,1950-1954,3,Regular,2,Regular,144900,1
Residencial Baja Densidad,10000-20000,8,1935-1939,2,Regular,1,Regular,108000,1
Residencial Baja Densidad,10000-20000,5,1960-1964,3,Regular,1,Regular,134500,1
Residencial Baja Densidad,10000-20000,5,2005-2009,3,Bueno,3,Bueno,245000,2
Residencial Baja Densidad,10000-20000,3,1950-1954,2,Malo,2,Malo,82000,1
Residencial Pueblo Flotante,10000-20000,6,2005-2009,3,Bueno,2,Bueno,227875,3
Residencial Baja Densidad,10000-20000,5,1995-1999,3,Bueno,3,Bueno,265000,3
Residencial Baja Densidad,10000-20000,5,1950-1954,3,Regular,1,Regular,111000,1
Residencial Baja Densidad,10000-20000,5,2005-2009,3,Excelente,3,Excelente,295493,2
Residencial Baja Densidad,10000-20000,5,2000-2004,3,Bueno,2,Bueno,178900,3
Residencial Baja Densidad,10000-20000,5,2000-2004,3,Bueno,2,Bueno,169990,2
Residencial Baja Densidad,10000-20000,6,1975-1979,3,Regular,2,Regular,207500,2
Residencial Baja Densidad,10000-20000,5,2000-2004,3,Excelente,3,Excelente,275500,3
Residencial Baja Densidad,10000-20000,9,1960-1964,0,Regular,1,Regular,145000,0
Residencial Baja Densidad,10000-20000,5,1995-1999,3,Regular,2,Regular,186500,3
Residencial Baja Densidad,10000-20000,5,1995-1999,3,Bueno,2,Bueno,214000,2
Residencial Baja Densidad,10000-20000,7,1915-1919,2,Malo,1,Malo,130000,1
Residencial Baja Densidad,10000-20000,7,1960-1964,3,Regular,2,Regular,156000,2
Residencial Densidad Media,10000-20000,6,1920-1924,3,Regular,2,Regular,140000,2
Residencial Baja Densidad,10000-20000,7,1975-1979,4,Bueno,2,Bueno,197500,3
Residencial Baja Densidad,10000-20000,5,1995-1999,3,Bueno,3,Bueno,235000,3
Residencial Densidad Media,10000-20000,7,1905-1909,3,Regular,1,Regular,135000,1
Residencial Baja Densidad,10000-20000,6,1965-1969,3,Regular,2,Regular,180000,3
Residencial Baja Densidad,10000-20000,5,1995-1999,3,Bueno,2,Bueno,204000,2
Residencial Baja Densidad,10000-20000,5,1965-1969,3,Regular,1,Regular,143000,2
Residencial Baja Densidad,10000-20000,6,1970-1974,3,Regular,2,Regular,122000,2
Residencial Baja Densidad,10000-20000,5,1985-1989,3,Bueno,2,Bueno,179900,2
Residencial Baja Densidad,10000-20000,5,1990-1994,3,Regular,2,Regular,168000,3
Residencial Baja Densidad,10000-20000,5,1985-1989,4,Bueno,2,Bueno,301000,3
Residencial Baja Densidad,10000-20000,6,1970-1974,3,Regular,2,Regular,200000,3
Residencial Baja Densidad,10000-20000,5,1955-1959,2,Regular,1,Regular,140000,1
Residencial Baja Densidad,10000-20000,5,2000-2004,3,Bueno,3,Bueno,305900,2
Residencial Baja Densidad,10000-20000,6,1975-1979,3,Regular,2,Regular,148000,2
Residencial Baja Densidad,10000-20000,5,1975-1979,3,Regular,2,Regular,152000,2
Residencial Baja Densidad,10000-20000,5,1970-1974,4,Regular,2,Regular,165150,3
Residencial Baja Densidad,10000-20000,5,1985-1989,3,Regular,2,Regular,241500,2
Residencial Baja Densidad,10000-20000,6,1965-1969,3,Regular,2,Regular,174000,2
Residencial Baja Densidad,10000-20000,5,1995-1999,3,Bueno,2,Bueno,197900,3
Residencial Baja Densidad,10000-20000,5,2005-2009,3,Bueno,3,Bueno,198900,2
Residencial Baja Densidad,10000-20000,7,1915-1919,3,Regular,1,Regular,135000,3
Residencial Baja Densidad,10000-20000,4,1910-1914,3,Regular,3,Regular,105000,1
Residencial Baja Densidad,10000-20000,5,2005-2009,3,Bueno,2,Bueno,186000,2
Residencial Baja Densidad,10000-20000,5,1985-1989,3,Regular,2,Regular,196500,3
Residencial Baja Densidad,10000-20000,5,1950-1954,2,Malo,2,Malo,115000,1
Residencial Baja Densidad,10000-20000,6,1990-1994,2,Bueno,3,Bueno,350000,3
Residencial Densidad Media,10000-20000,8,1900-1904,3,Bueno,2,Bueno,157500,2
Residencial Densidad Media,10000-20000,6,1905-1909,2,Regular,2,Regular,110000,2
Residencial Densidad Media,10000-20000,7,1915-1919,5,Regular,2,Regular,256000,2
Residencial Baja Densidad,10000-20000,6,1970-1974,3,Regular,2,Regular,158000,3
Residencial Baja Densidad,10000-20000,5,1950-1954,3,Regular,2,Regular,155000,1
Residencial Baja Densidad,10000-20000,5,2000-2004,3,Bueno,3,Bueno,239900,3
Residencial Baja Densidad,10000-20000,5,2005-2009,3,Bueno,3,Bueno,245350,2
Residencial Baja Densidad,10000-20000,5,1935-1939,3,Regular,1,Regular,115000,1
Residencial Baja Densidad,10000-20000,6,1975-1979,4,Regular,2,Regular,205000,3
Residencial Baja Densidad,10000-20000,8,1955-1959,3,Regular,1,Regular,145000,1
Residencial Baja Densidad,10000-20000,6,1945-1949,3,Regular,1,Regular,143000,2
Residencial Baja Densidad,10000-20000,7,1970-1974,3,Regular,1,Regular,139000,1
Residencial Baja Densidad,10000-20000,6,1970-1974,2,Regular,2,Regular,97000,1
Residencial Baja Densidad,10000-20000,5,1970-1974,3,Regular,0,Regular,115000,1
Residencial Baja Densidad,10000-20000,5,1975-1979,2,Regular,2,Regular,135000,1
Residencial Baja Densidad,10000-20000,5,1970-1974,3,Regular,2,Regular,143250,2
Residencial Baja Densidad,10000-20000,5,1990-1994,3,Bueno,3,Bueno,341000,3
Residencial Baja Densidad,10000-20000,5,1955-1959,4,Bueno,2,Bueno,165500,2
Residencial Baja Densidad,10000-20000,5,2005-2009,3,Excelente,3,Excelente,325624,2
Residencial Baja Densidad,10000-20000,8,1930-1934,3,Bueno,2,Bueno,315000,3
Residencial Pueblo Flotante,10000-20000,5,2000-2004,3,Bueno,3,Bueno,252000,3
Residencial Baja Densidad,10000-20000,7,1920-1924,3,Bueno,1,Bueno,165000,2
Residencial Baja Densidad,10000-20000,5,1995-1999,3,Bueno,2,Bueno,260400,2
Residencial Baja Densidad,10000-20000,5,1925-1929,2,Regular,1,Regular,96500,1
Residencial Baja Densidad,10000-20000,7,1975-1979,3,Bueno,2,Bueno,205000,2
Residencial Baja Densidad,10000-20000,5,1895-1899,3,Regular,2,Regular,95000,2
Residencial Baja Densidad,10000-20000,4,1960-1964,6,Regular,1,Regular,119000,2
Residencial Baja Densidad,10000-20000,5,2000-2004,3,Bueno,3,Bueno,284000,3
Residencial Baja Densidad,10000-20000,5,1915-1919,2,Regular,1,Regular,83000,1
Residencial Baja Densidad,10000-20000,6,1970-1974,3,Bueno,2,Bueno,170000,2
Residencial Pueblo Flotante,10000-20000,5,2000-2004,3,Bueno,3,Bueno,250000,3
Residencial Baja Densidad,10000-20000,5,1965-1969,2,Regular,2,Regular,167000,1
